note_id;last modification time;tags;Rank;Word;IPA;Part-of-Speech 1;Definition 1;Definition 1 Russian;German 1;English 1;Russian 1;Part-of-Speech 2;Definition 2;Definition 2 Russian;German 2;English 2;Russian 2;Part-of-Speech 3;Definition 3;Definition 3 Russian;German 3;English 3;Russian 3;Frequency;WordAudio;Level;WordFamily;Conjugation;SentenceAudio1;SentenceAudio2;SentenceAudio3;Image;Morphology Russain
1679807421456;1784831528;B2plus der;4761;der Betrachter, -;bəˈtʁaxtɐ;der;observer, viewer;зритель;Der Betrachter des Bildes ist sehr kritisch.;The viewer of the picture is very critical.;Зритель картины очень критичен.;;;;;;;;;;;;;12.86300914969 | 0.82491950393543;;B2+;;;;;;;
1679807421457;1784831528;A1 der;4762;der Ehemann, -̈er;ˈeːəˌman;der;husband;муж;Robert ist mir ein guter Ehemann.;Robert is a good husband to me.;Роберт — хороший муж для меня.;;;;;;;;;;;;;12.86300914969 | 0.902511112449734;;A1;;;;;;;
1679807421458;1784831530;adj B2plus;4763;nachträglich;ˈnaːxˌtʁɛːklɪç;adj;subsequent, retrospective, belated;запоздалый;Nachträglich zu meinem Geburtstag am Samstag schenken meine Kollegen mir am Montag eine Reise.;Subsequent to my birthday on Saturday, my colleagues will give me a trip on Monday.;В качестве запоздалого подарка на мой день рождения в субботу мои коллеги дарят мне в понедельник путешествие.;;;;;;;;;;;;;12.86300914969 | 0.861376798305456;;B2+;;;;;;;
1679807421459;1784831531;B2plus das;4764;das Paradies, -e;paʁaˈdiːs;das;paradise;рай;Meine Oma sagt, nach dem Tod kommt man ins Paradies.;My granny says after you die, you go to paradise.;Моя бабушка говорит, что после смерти попадаешь в рай.;;;;;;;;;;;;;12.86300914969 | 0.870124125656577;;B2+;;;;;;;
1679807421460;1784831532;B2plus die;4765;die Spekulation, -en;ʃpekulaˈt͡si̯oːn;die;speculation;спекуляция;Meine Verwandten stellen Spekulationen an, ob ich schwanger bin.;My relatives are making speculations as to whether I’m pregnant.;Мои родственники строят предположения, беременна ли я.;;;;;;;;;;;;;12.86300914969 | 0.869355338996765;;B2+;;;;;;;
1679807421461;1784831533;adj B1;4766;spitz;ʃpɪt͡s;adj;sharp;острый;Die Schere ist vorne sehr spitz und deswegen nicht für Kinder geeignet.;The scissors are very sharp at the tip and therefore not suitable for children.;Ножницы спереди очень острые и поэтому не подходят для детей.;;;;;;;;;;;;;12.86300914969 | 0.893681019543302;;B1;;;;;;;
1679807421462;1784831543;B2plus der;4767;der Strauß, -̈e;ʃtʁaʊ̯s;der;bouquet, bunch, ostrich;букет;Zum Geburtstag schenkt mir Oliver einen Strauß Blumen.;For my birthday Oliver gives me a bouquet of flowers.;На день рождения Оливер дарит мне букет цветов.;;;;;;;;;;;;;12.86300914969 | 0.794435196566303;;B2+;;;;;;;
1679807421463;1784831544;B2plus der;4768;der Studiengang, -̈e;ˈʃtuːdi̯ənˌɡaŋ;der;course of study;специальность;Diesen Studiengang kann man nur an wenigen Universitäten studieren.;This course of study can only be studied at a few universities.;Эту специальность можно изучать лишь в немногих университетах.;;;;;;;;;;;;;12.86300914969 | 0.717146004084876;;B2+;;;;;;;
1679807421464;1784831545;A1 das;4769;das Ticket, -s;ˈtɪkət;das;ticket;билет;Bevor das Stück startet, kaufen wir Tickets an der Kasse im Theater.;Before the play starts, we buy tickets at the box office in the theater.;Прежде чем спектакль начнется, мы купим билеты в кассе в театре.;;;;;;;;;;;;;12.86300914969 | 0.846715349354378;;A1;;;;;;;
1679807421465;1784831546;B2plus die;4770;die Verteidigung, -en;fɛɐ̯ˈtaɪ̯dɪɡʊŋ;die;defense;защита;Die erfolgreiche Verteidigung des Täters bewirkt eine geringe Strafe.;The successful defense of the perpetrator leads to a minor punishment.;Успешная защита преступника влечет за собой мягкое наказание.;;;;;;;;;;;;;12.86300914969 | 0.890316593814911;;B2+;;;;;;;
1679807421466;1784831547;B2plus verb;4771;ausschalten, schaltet aus, schaltete aus, hat ausgeschaltet;ˈaʊ̯sˌʃaltn̩;verb;to turn off;выключать;Kannst du bitte die Musik ausschalten?;Could you please turn off the music?;Можешь ли ты, пожалуйста, выключить музыку?;;;;;;;;;;;;;12.8137255897295 | 0.843744576262791;;B2+;;ichschalte ausduschaltest auser/sie/esschaltet auswirschalten ausihrschaltet aussie/Sieschalten ausPrät. ich schaltete aus | Perf. ich habe ausgeschaltet;;;;;
1679807421467;1784831548;B2plus num;4772;dreizehn;ˈdʁaɪ̯t͡seːn;num;thirteen;тринадцать;Mit ihren dreizehn Jahren gilt Maja nun offiziell als Jugendliche.;At the age of thirteen, Maja is now officially considered a teenager.;В свои тринадцать лет Майя теперь официально считается подростком.;;;;;;;;;;;;;12.8137255897295 | 0.860626331665485;;B2+;;;;;;;
1679807421468;1784831550;B2plus verb;4773;einbinden, bindet ein, band ein, hat eingebunden;ˈaɪ̯nˌbɪndn̩;verb;to involve, integrate;привлекать;Der Manager möchte seine Kollegen in die Verhandlungen mit einbinden.;The manager wants to involve his colleagues in the negotiations.;Менеджер хочет привлечь своих коллег к переговорам.;;;;;;;;;;;;;12.8137255897295 | 0.892438557979788;;B2+;;ichbinde eindubindest einer/sie/esbindet einwirbinden einihrbindet einsie/Siebinden einPrät. ich band ein | Perf. ich habe eingebunden;;;;;
1679807421469;1784831551;A1 das;4774;das Fieber, -;ˈfiːbɐ;das;fever;лихорадка;Weil das Kind Fieber hat, muss es Medikamente nehmen.;Because the kid has a fever, he has to take medicine.;Так как у ребенка лихорадка, он должен принимать лекарства.;;;;;;;;;;;;;12.8137255897295 | 0.845772674201047;;A1;;;;;;;
1679807421470;1784831552;B1 verb;4775;gießen, gießt, goss, hat gegossen;ˈɡiːsn̩;verb;to water, pour;поливать;Ich frage meine Nachbarin, ob sie meine Pflanzen gießt, während ich weg bin.;I ask my neighbor to water my plants while I’m away.;Я спрашиваю свою соседку, будет ли она поливать мои растения, пока меня нет.;;;;;;;;;;;;;12.8137255897295 | 0.882094939558549;;B1;;ichgießedugießter/sie/esgießtwirgießenihrgießtsie/SiegießenPrät. ich goss | Perf. ich habe gegossen;;;;;
1679807421471;1784831553;B2plus die;4776;die Hauptsache, -n;ˈhaʊ̯ptˌzaxə;die;main thing;главное;Die Hauptsache ist, dass es dir gut geht.;The main thing is that you’re all right.;Главное — чтобы ты был в порядке.;;;;;;;;;;;;;12.8137255897295 | 0.894148558347415;;B2+;;;;;;;
1679807421472;1784831554;B2plus verb;4777;kassieren, kassiert, kassierte, hat kassiert;kaˈsiːʁən;verb;to collect, take the money;кассировать;John kassiert das Geld von den Kunden im Supermarkt.;John takes the money from the customers at the supermarket.;Джон собирает деньги с клиентов в супермаркете.;;;;;;;;;;;;;12.8137255897295 | 0.809966419801769;;B2+;;ichkassieredukassierster/sie/eskassiertwirkassierenihrkassiertsie/SiekassierenPrät. ich kassierte | Perf. ich habe kassiert;;;;;
1679807421473;1784831555;B2plus der;4778;der Komponist, -en;ˌkɔmpoˈnɪst;der;composer;композитор;Johann Sebastian Bach war Komponist.;Johann Sebastian Bach was a composer.;Иоганн Себастьян Бах был композитором.;;;;;;;;;;;;;12.8137255897295 | 0.817622341870812;;B2+;;;;;;;
1679807421474;1784831556;B2plus die;4779;die Korrektur, -en;kɔʁɛkˈtuːɐ̯;die;correction, adjustment;корректировка;Der Professor nimmt die Korrektur der Arbeiten seiner Studenten vor.;The professor undertakes the correction of the work of his students.;Профессор проводит корректировку работ своих студентов.;;;;;;;;;;;;;12.8137255897295 | 0.863738062288969;;B2+;;;;;;;
1679807421475;1784831558;adj B2plus;4780;monatlich;ˈmoːnatlɪç;adj;monthly;ежемесячный;Die monatliche Miete beträgt 450 Euro.;The monthly rent is 450 Euros.;Ежемесячная арендная плата составляет 450 евро.;;;;;;;;;;;;;12.8137255897295 | 0.856263356888042;;B2+;;;;;;;
1679807421476;1784831559;adj B2plus;4781;sächsisch;ˈzɛksɪʃ;adj;Saxon;саксонский;Der sächsische Dialekt klingt sehr freundlich.;The Saxon dialect sounds very friendly.;Саксонский диалект звучит очень дружелюбно.;;;;;;;;;;;;;12.8137255897295 | 0.720906858764562;;B2+;;;;;;;
1679807421477;1784831560;B2plus verb;4782;schreiten, schreitet, schritt, ist geschritten;ˈʃʁaɪ̯tn̩;verb;to stride, pace, tread, step;шагать;Das Ehepaar schreitet langsam aus der Kirche.;The couple slowly steps out of the church.;Супружеская пара медленно выходит из церкви.;;;;;;;;;;;;;12.8137255897295 | 0.877273225351159;;B2+;;ichschreiteduschreitester/sie/esschreitetwirschreitenihrschreitetsie/SieschreitenPrät. ich schritt | Perf. ich bin geschritten;;;;;
1679807421478;1784831561;B2plus das;4783;das Silber;ˈzɪlbɐ;das;silver;серебро;Der Ring und die Kette sind aus echtem Silber.;The ring and chain are made of real silver.;Кольцо и цепочка сделаны из настоящего серебра.;;;;;;;;;;;;;12.8137255897295 | 0.846357063828123;;B2+;;;;;;;
1679807421479;1784831562;B2plus verb;4784;thematisieren, thematisiert, thematisierte, hat thematisiert;tematiˈziːʁən;verb;to broach the issue, make a subject of discussion;обсуждать;Wir müssen das Problem thematisieren, damit wir es lösen können.;We must make the problem a subject of discussion so that we can solve it.;Мы должны обсудить эту проблему, чтобы мы могли ее решить.;;;;;;;;;;;;;12.8137255897295 | 0.805427398336876;;B2+;;ichthematisiereduthematisierster/sie/esthematisiertwirthematisierenihrthematisiertsie/SiethematisierenPrät. ich thematisierte | Perf. ich habe thematisiert;;;;;
1679807421480;1784831564;B2plus der;4785;der Urgroßvater, -̈;ˈuːɐ̯ɡʁoːsˌfaːtɐ;der;great-grandfather;прадед;Mein Urgroßvater ist 95 Jahre alt.;My great-grandfather is 95 years old.;Моему прадеду 95 лет.;;;;;;;;;;;;;12.8137255897295 | 0.232927839460928;;B2+;;;;;;;
1679807421481;1784831565;B2plus der;4786;die Verletzte;fɛɐ̯ˈlɛt͡stə;der;injured;пострадавший;Im Krankenhaus kümmert man sich um die Verletzten.;The hospital takes care of the injured.;В больнице заботятся о пострадавших.;;;;;;;;;;;;;12.8137255897295 | 0.792553888472849;;B2+;;;;;;;
1679807421482;1784831566;B2plus verb;4787;abdecken, deckt ab, deckte ab, hat abgedeckt;ˈapˌdɛkn̩;verb;to cover;охватывать;Das neue Museum deckt den gesamten Bereich an historischen Gemälden ab.;The new museum covers the entire range of historical paintings.;Новый музей охватывает всю область исторических картин.;;;;;;;;;;;;;12.764442029769 | 0.872071615201146;;B2+;;ichdecke abdudeckst aber/sie/esdeckt abwirdecken abihrdeckt absie/Siedecken abPrät. ich deckte ab | Perf. ich habe abgedeckt;;;;;
1679807421483;1784831567;B2plus die;4788;die Altstadt, -̈e;ˈaltʃtat;die;old town, historical center;старый город;Wir sehen uns heute die Altstadt von Dresden an.;Today we visit the historical center of Dresden.;Сегодня мы осматриваем старый город Дрездена.;;;;;;;;;;;;;12.764442029769 | 0.790089627398537;;B2+;;;;;;;
1679807421484;1784831569;B1 das;4789;das Denkmal, -e;ˈdɛŋkˌmaːl;das;monument, memorial;памятник;Um einen Menschen zu ehren, wird ihm ein Denkmal gesetzt.;To honor a human being, a monument is erected.;Чтобы почтить человека, ему ставят памятник.;;;;;;;;;;;;;12.764442029769 | 0.779660199464085;;B1;;;;;;;
1679807421485;1784831570;B2plus verb;4790;einordnen, ordnet ein, ordnete ein, hat eingeordnet;ˈaɪ̯nˌʔɔʁdnən;verb;to file, rank, get in lane;встраиваться;Ich ordne mich mit meinem Auto in den Verkehr ein.;I’m getting in lane in traffic with my car.;Я встраиваюсь на своем автомобиле в транспортный поток.;;;;;;;;;;;;;12.764442029769 | 0.831979917630913;;B2+;;ichordne einduordnest einer/sie/esordnet einwirordnen einihrordnet einsie/Sieordnen einPrät. ich ordnete ein | Perf. ich habe eingeordnet;;;;;
1679807421486;1784831571;B1 die;4791;die Einzelheit, -en;ˈaɪ̯nt͡sl̩haɪ̯t;die;detail;деталь;Wir benötigen noch einige Einzelheiten zu dem Artikel.;We need some more details about the article.;Нам еще нужны некоторые детали по поводу этой статьи.;;;;;;;;;;;;;12.764442029769 | 0.890016949689824;;B1;;;;;;;
1679807421487;1784831573;adj B2plus;4792;frühzeitig;ˈfʁyːˌt͡saɪ̯tɪç;adj;premature, early;своевременный;Es ist wichtig, Krebs frühzeitig zu erkennen.;It is important to detect cancer early.;Важно своевременно распознать рак.;;;;;;;;;;;;;12.764442029769 | 0.877273665225537;;B2+;;;;;;;
1679807421488;1784831574;adj B2plus;4793;fundamental;fʊndamɛnˈtaːl;adj;fundamental;фундаментальный;Er stellt mir eine fundamentale Frage, über die ich lange nachdenken muss.;He asks me a fundamental question that I have to think about for a long time.;Он задает мне фундаментальный вопрос, над которым я должен долго размышлять.;;;;;;;;;;;;;12.764442029769 | 0.882018868262992;;B2+;;;;;;;
1679807421489;1784831575;B2plus verb;4794;glühen, glüht, glühte, hat geglüht;ˈɡlyːən;verb;to glow, smolder;тлеть;Das Feuer ist noch nicht ganz aus, es glüht noch.;"The fire isn’t quite out yet; it’s still smoldering.";Огонь еще не совсем погас, он еще тлеет.;;;;;;;;;;;;;12.764442029769 | 0.856714441411627;;B2+;;ichglüheduglühster/sie/esglühtwirglühenihrglühtsie/SieglühenPrät. ich glühte | Perf. ich habe geglüht;;;;;
1679807421490;1784831576;B1 der;4795;der Import, -e;ˌɪmˈpɔʁt;der;import;импорт;Die Regierung entscheidet über den Import von Lebensmitteln in das Land.;The government decides on the import of food into the country.;Правительство решает вопрос об импорте продуктов питания в страну.;;;;;;;;;;;;;12.764442029769 | 0.682888476525472;;B1;;;;;;;
1679807421491;1784831577;B2plus die;4796;die Konstante, -n;kɔnˈstantə;die;constant;константа;In der Mathematik und in der Physik gibt es festgelegte Konstanten.;In mathematics and physics there are fixed constants.;В математике и физике существуют установленные константы.;;;;;;;;;;;;;12.764442029769 | 0.703178075658281;;B2+;;;;;;;
1679807421492;1784831578;B2plus die;4797;die Schublade, -n;ˈʃuːpˌlaːdə;die;drawer;выдвижной ящик;Ich lege die Unterlagen in die Schublade.;I’ll put the documents in the drawer.;Я кладу документы в выдвижной ящик.;;;;;;;;;;;;;12.764442029769 | 0.871333573930565;;B2+;;;;;;;
1679807421493;1784831579;B2plus die;4798;die Toleranz, -en;toləˈʁant͡s;die;tolerance;толерантность;Die Toleranz gegenüber Flüchtlingen nimmt in der Gesellschaft zu.;Tolerance toward refugees is increasing in society.;Толерантность по отношению к беженцам в обществе растет.;;;;;;;;;;;;;12.764442029769 | 0.824215822404134;;B2+;;;;;;;
1679807421494;1784831580;adj B2plus;4799;unnötig;ˈʊnˌnøːtɪç;adj;unnecessary;ненужный;Das Auto verursacht nur unnötige Kosten.;The car causes only unnecessary costs.;Машина создает только ненужные расходы.;;;;;;;;;;;;;12.764442029769 | 0.920961759653152;;B2+;;;;;;;
1679807421495;1784831582;B2plus die;4800;die Verhaltensweise, -n;fɛɐ̯ˈhaltn̩sˌvaɪ̯zə;die;behavior;поведение;In seiner Forschung untersucht er die Verhaltensweisen von Katzen.;In his research he examines the behavior of cats.;В своем исследовании он изучает поведение кошек.;;;;;;;;;;;;;12.764442029769 | 0.764891887519761;;B2+;;;;;;;
1679807421496;1784831583;B2plus die;4801;die Wachstumsrate;ˈvakstuːmsraːtə;die;growth rate;темп роста;Die wirtschaftliche Wachstumsrate im Land ist in diesem Jahr gestiegen.;The economic growth rate in the country has risen this year.;Темп экономического роста в стране в этом году вырос.;;;;;;;;;;;;;12.764442029769 | 0.551471873456196;;B2+;;;;;;;
1679807421497;1784831584;B2plus der;4802;der Begleiter, -;bəˈɡlaɪ̯tɐ;der;attendant, companion;спутник;Wenn ich keinen Begleiter für das Fest finde, komme ich alleine.;If I can’t find a companion for the party, I’ll come alone.;Если я не найду спутника на праздник, я приду один.;;;;;;;;;;;;;12.7151584698085 | 0.882961560201111;;B2+;;;;;;;
1679807421498;1784831585;B2plus verb;4803;einhergehen, geht einher, ging einher, ist einhergegangen;aɪ̯nˈhɛɐ̯ˌɡeːən;verb;to be accompanied;сопровождаться;Die Krankheit geht oft mit Schmerzen einher.;The disease is often accompanied by pain.;Болезнь часто сопровождается болями.;;;;;;;;;;;;;12.7151584698085 | 0.882570632260296;;B2+;;ichgehe einherdugehst einherer/sie/esgeht einherwirgehen einherihrgeht einhersie/Siegehen einherPrät. ich ging einher | Perf. ich bin einhergegangen;;;;;
1679807421499;1784831586;B2plus verb;4804;einholen, holt ein, holte ein, hat eingeholt;ˈaɪ̯nˌhoːlən;verb;to pull in, catch up;догонять;Keiner kann Karin einholen, weil sie schneller läuft als die anderen Kinder.;No one can catch up with Karin because she runs faster than the other children.;Никто не может догнать Карин, потому что она бегает быстрее, чем другие дети.;;;;;;;;;;;;;12.7151584698085 | 0.901382797136811;;B2+;;ichhole einduholst einer/sie/esholt einwirholen einihrholt einsie/Sieholen einPrät. ich holte ein | Perf. ich habe eingeholt;;;;;
1679807421500;1784831587;B2plus der;4805;der Fund, -e;fʊnt;der;discovery;находка;Die Polizei berichtet über den Fund einer Leiche.;Police are reporting the discovery of a body.;Полиция сообщает о находке трупа.;;;;;;;;;;;;;12.7151584698085 | 0.8094941665305;;B2+;;;;;;;
1679807421501;1784831588;adj B2plus;4806;funktional;ˌfʊŋkt͡si̯oˈnaːl;adj;functional;функциональный;Das Kleid hat einen funktionalen Stil.;The dress has a functional style.;У этого платья функциональный стиль.;;;;;;;;;;;;;12.7151584698085 | 0.798060680825124;;B2+;;;;;;;
1679807421502;1784831589;B2plus der;4807;der Hase, -n;ˈhaːzə;der;rabbit;заяц;Hasen sind Tiere mit langen Ohren.;Rabbits are animals with long ears.;Зайцы — это животные с длинными ушами.;;;;;;;;;;;;;12.7151584698085 | 0.826365795136315;;B2+;;;;;;;
1679807421503;1784831591;B2plus die;4808;die Jungfrau, -en;ˈjʊŋfʁaʊ̯;die;virgin;девственница;Weil ich noch keinen Sex hatte, bin ich eine Jungfrau.;Because I haven’t had sex yet, I’m a virgin.;Так как у меня еще не было секса, я девственница.;;;;;;;;;;;;;12.7151584698085 | 0.627814819701976;;B2+;;;;;;;
1679807421504;1784831592;adj B2plus;4809;legal;leˈɡaːl;adj;legal;легальный;Alkohol und Zigaretten sind legale Drogen in Deutschland.;Alcohol and cigarettes are legal drugs in Germany.;Алкоголь и сигареты в Германии являются легальными наркотиками.;;;;;;;;;;;;;12.7151584698085 | 0.855622839714603;;B2+;;;;;;;
1679807421505;1784831593;B2plus der;4810;der Pfad, -e;p͡faːt;der;path, trail;тропа;Ich gehe im Wald immer auf den Pfaden, weil ich mich sonst verlaufe.;I always walk on the paths in the forest, otherwise I get lost.;Я всегда хожу в лесу по тропинкам, потому что иначе я заблужусь.;;;;;;;;;;;;;12.7151584698085 | 0.852775008960035;;B2+;;;;;;;
1679807421506;1784831593;B2plus verb;4811;riskieren, riskiert, riskierte, hat riskiert;ʁɪsˈkiːʁən;verb;to risk;рисковать;Durch dein Verhalten riskierst du deine Beziehung.;Your behavior risks your relationship.;Своим поведением ты рискуешь своими отношениями.;;;;;;;;;;;;;12.7151584698085 | 0.908612640814536;;B2+;;ichriskiereduriskierster/sie/esriskiertwirriskierenihrriskiertsie/SieriskierenPrät. ich riskierte | Perf. ich habe riskiert;;;;;
1679807421507;1784831594;adj B2plus;4812;silbern;ˈzɪlbɐn;adj;silver;серебряный;Ich mag silberne Ringe.;I like silver rings.;Мне нравятся серебряные кольца.;;;;;;;;;;;;;12.7151584698085 | 0.848307588125197;;B2+;;;;;;;
1679807421508;1784831595;B2plus die;4813;die Teilung, -en;ˈtaɪ̯lʊŋ;die;division, separation, partition;разделение;Im Jahr 1949 fand die Teilung Deutschlands statt.;The partition of Germany took place in 1949.;В 1949 году произошло разделение Германии.;;;;;;;;;;;;;12.7151584698085 | 0.698815949916711;;B2+;;;;;;;
1679807421509;1784831597;B2plus die;4814;die Überwachung, -en;yːbɐˈvaxʊŋ;die;surveillance;наблюдение;Die Polizei ordnet die Überwachung des Täters an.;The police are ordering surveillance of the perpetrator.;Полиция распорядилась установить наблюдение за преступником.;;;;;;;;;;;;;12.7151584698085 | 0.862788744606928;;B2+;;;;;;;
1679807421510;1784831598;B2plus die;4815;die Anatomie, -n;anatoˈmiː;die;anatomy;анатомия;In der Schule besprechen wir die Anatomie des menschlichen Körpers.;At school we discuss the anatomy of the human body.;В школе мы обсуждаем анатомию человеческого тела.;;;;;;;;;;;;;12.665874909848 | 0.572779999961566;;B2+;;;;;;;
1679807421511;1784831599;B2plus das;4816;das Design, -s;diˈzaɪ̯n;das;design;дизайн;Er studiert Design in Paris.;He’s studying design in Paris.;Он изучает дизайн в Париже.;;;;;;;;;;;;;12.665874909848 | 0.843255021873563;;B2+;;;;;;;
1679807421512;1784831610;B2plus der;4817;der Durchbruch, -̈e;ˈdʊʁçˌbʁʊx;der;breakthrough;прорыв;Dem Anwalt gelingt ein Durchbruch in dem Fall.;The lawyer makes a breakthrough in the case.;Адвокату удается прорыв в этом деле.;;;;;;;;;;;;;12.665874909848 | 0.890276782243091;;B2+;;;;;;;
1679807421513;1784831611;B2plus die;4818;die Jahreszeit, -en;ˈjaːʁəsˌt͡saɪ̯t;die;season;время года;Der Winter ist die kälteste Jahreszeit.;Winter is the coldest season.;Зима — самое холодное время года.;;;;;;;;;;;;;12.665874909848 | 0.882672215001712;;B2+;;;;;;;
1679807421514;1784831613;B2plus das;4819;das Lob, -e;loːp;das;praise;похвала;Bei dieser Leistung verdienst du ein Lob.;You deserve praise for this achievement.;За это достижение ты заслуживаешь похвалы.;;;;;;;;;;;;;12.665874909848 | 0.848233405659656;;B2+;;;;;;;
1679807421515;1784831614;B2plus die;4820;die Telefonnummer, -n;teləˈfoːnˌnʊmɐ;die;phone number;номер телефона;Ich habe ein neues Handy und deshalb auch eine neue Telefonnummer.;I have a new mobile phone and therefore a new phone number.;У меня новый мобильный телефон и поэтому также новый номер телефона.;;;;;;;;;;;;;12.665874909848 | 0.854256223569101;;B2+;;;;;;;
1679807421516;1784831615;B2plus die;4821;die Umwandlung, -en;ˈʊmˌvandlʊŋ;die;conversion;преобразование;In Physik behandeln wir die Umwandlung von Energie in Wärme.;In physics we deal with the conversion of energy into heat.;На физике мы изучаем преобразование энергии в тепло.;;;;;;;;;;;;;12.665874909848 | 0.748851887633956;;B2+;;;;;;;
1679807421517;1784831616;B2plus die;4822;die Bekämpfung, -en;bəˈkɛmp͡fʊŋ;die;combat, control;борьба;Dieses Mittel eignet sich zur Bekämpfung von Insekten.;This product is suitable for controlling insects.;Это средство подходит для борьбы с насекомыми.;;;;;;;;;;;;;12.6165913498875 | 0.831470723002779;;B2+;;;;;;;
1679807421518;1784831617;B2plus die;4823;die Finanzkrise, -n;fɪˈnant͡sˌkʁiːzə;die;financial crisis;финансовый кризис;Das Land und die Banken erholen sich von der Finanzkrise im letzten Jahr.;The country and the banks are recovering from last year’s financial crisis.;Страна и банки восстанавливаются после финансового кризиса в прошлом году.;;;;;;;;;;;;;12.6165913498875 | 0.762101143287062;;B2+;;;;;;;
1679807421519;1784831618;B2plus verb;4824;umrechnen, rechnet um, rechnete um, hat umgerechnet;ˈʊmˌʁɛçnən;verb;to convert;пересчитывать;In Ländern mit einer anderen Währung muss ich die Preise umrechnen.;In countries with a different currency I have to convert the prices.;В странах с другой валютой мне приходится пересчитывать цены.;;;;;;;;;;;;;12.6165913498875 | 0.852829817737371;;B2+;;ichrechne umdurechnest umer/sie/esrechnet umwirrechnen umihrrechnet umsie/Sierechnen umPrät. ich rechnete um | Perf. ich habe umgerechnet;;;;;
1679807421520;1784831619;B2plus das;4825;das Archiv, -e;aʁˈçiːf;das;archive;архив;Ich suche ein altes Dokument im Archiv.;I am looking for an old document in the archive.;Я ищу старый документ в архиве.;;;;;;;;;;;;;12.5673077899271 | 0.873462603682369;;B2+;;;;;;;
1679807421521;1784831620;B1 die;4826;die Dose, -n;ˈdoːzə;die;can, tin;консерва;Gemüse aus der Dose ist auch gesund.;Vegetables in a can are also healthy.;Консервированные овощи тоже полезны.;;;;;;;;;;;;;12.5673077899271 | 0.866469920433238;;B1;;;;;;;
1679807421522;1784831622;B2plus verb;4827;erwecken, erweckt, erweckte, hat erweckt;ɛɐ̯ˈvɛkn̩;verb;to wake, awaken;пробуждать;Tiere können beim Menschen große Freude erwecken.;Animals can awaken great joy in humans.;Животные могут пробуждать в человеке большую радость.;;;;;;;;;;;;;12.5673077899271 | 0.879890895574567;;B2+;;icherweckeduerweckster/sie/eserwecktwirerweckenihrerwecktsie/SieerweckenPrät. ich erweckte | Perf. ich habe erweckt;;;;;
1679807421523;1784831623;B2plus der;4828;der Geheimdienst, -e;ɡəˈhaɪ̯mˌdiːnst;der;secret service;спецслужба;Der Geheimdienst warnt vor Terror.;The secret service warns of terror.;Спецслужба предупреждает о терроре.;;;;;;;;;;;;;12.5673077899271 | 0.817471552246352;;B2+;;;;;;;
1679807421524;1784831624;B2plus verb;4829;mustern, mustert, musterte, hat gemustert;ˈmʊstɐn;verb;to eye, examine, inspect;оглядывать;Als meine Mutter meinen neuen Freund trifft, mustert sie ihn von oben bis unten.;When my mother meets my new boyfriend, she eyes him from top to bottom.;Когда моя мама встречает моего нового друга, она оглядывает его с ног до головы.;;;;;;;;;;;;;12.5673077899271 | 0.783164444057246;;B2+;;ichmustedumusterster/sie/esmustertwirmusternihrmustertsie/SiemusternPrät. ich musterte | Perf. ich habe gemustert;;;;;
1679807421525;1784831625;B2plus die;4830;die NATO;ˈnaːto;die;NATO;НАТО;Die NATO ist eine internationale, militärische und politische Organisation.;NATO is an international military and political organization.;НАТО — это международная, военная и политическая организация.;;;;;;;;;;;;;12.5673077899271 | 0.768315633681099;;B2+;;;;;;;
1679807421526;1784831626;B2plus die;4831;die Symmetrie, -n;zʏmeˈtʁiː;die;symmetry;симметрия;Die Symmetrie eines Gesichts ist verantwortlich dafür, ob wir einen Menschen schön finden.;The symmetry of a face is responsible for whether we find a person beautiful.;Симметрия лица отвечает за то, считаем ли мы человека красивым.;;;;;;;;;;;;;12.5673077899271 | 0.699687512434814;;B2+;;;;;;;
1679807421527;1784831628;adj B2plus;4832;ungleich;ˈʊnɡlaɪ̯ç;adj;dissimilar, unequal;неравный;Meine Eltern sind ein ungleiches Paar, aber sie lieben sich trotzdem.;My parents are an uneven couple, but they still love each other.;Мои родители — неравная пара, но они всё равно любят друг друга.;;;;;;;;;;;;;12.5673077899271 | 0.866663936857213;;B2+;;;;;;;
1679807421528;1784831629;adj B2plus;4833;verlässlich;ˌfɛɐ̯ˈlɛslɪç;adj;reliable;надежный;Pia ist meine beste Freundin, weil sie so verlässlich ist.;Pia is my best friend because she’s so reliable.;Пиа — моя лучшая подруга, потому что она такая надежная.;;;;;;;;;;;;;12.5673077899271 | 0.873491307499073;;B2+;;;;;;;
1679807421529;1784831631;B2plus verb;4834;abschalten, schaltet ab, schaltete ab, hat abgeschaltet;ˈapˌʃaltn̩;verb;to switch off, turn off;выключать;Weil es schon spät ist, schalten wir den Fernseher ab und gehen ins Bett.;Since it’s late, we’ll turn off the TV and go to bed.;Так как уже поздно, мы выключаем телевизор и идем спать.;;;;;;;;;;;;;12.5180242299666 | 0.875902942181562;;B2+;;ichschalte abduschaltest aber/sie/esschaltet abwirschalten abihrschaltet absie/Sieschalten abPrät. ich schaltete ab | Perf. ich habe abgeschaltet;;;;;
