Word	Annotation	Sense	Part of Speech	Level	English
Symbol	das Symbol, -e		das	B1	symbol
symbolisch	symbolisch		adj	B2+	symbolic
Symmetrie	die Symmetrie, -n		die	B2+	symmetry
symmetrisch	symmetrisch		adj	B2+	symmetrical
sympathisch	sympathisch		adj	A2	sympathetic
Symptom	das Symptom, -e		das	B2+	symptom
Synthese	die Synthese, -n		die	B1	synthesis
Syrer	der Syrer, -		der	B2+	Syrian
Syrien	Syrien		das	B1	Syria
syrisch	syrisch		adj	B2+	Syrian
System	das System, -e		das	B1	system
systematisch	systematisch		adj	B1	systematic
Szene	die Szene, -n		die	B1	scene
Tabelle	die Tabelle, -n		die	B1	table, chart
Tablette	die Tablette, -n		die	A2	tablet, pill
Tafel	die Tafel, -n		die	A2	board, table
Tag	der Tag, -e		der	A1	day
Tagebuch	das Tagebuch, -̈er		das	B2+	diary
Tageszeitung	die Tageszeitung, -en		die	B2+	daily newspaper
täglich	täglich		adj	B1	daily
tagsüber	tagsüber		adv	B2+	during the day
Tal	das Tal, -̈er		das	B1	valley
Talent	das Talent, -e		das	B1	talent
Taliban	Taliban		die (pl)	B2+	Taliban
Tante	die Tante, -n		die	B1	aunt
Tanz	der Tanz, -̈e		der	B1	dance
tanzen, tanzt, tanzte, hat getanzt	tanzen, tanzt, tanzte, hat getanzt		verb	A1	to dance
Tasche	die Tasche, -n		die	A1	pocket, bag
Tasse	die Tasse, -n		die	A2	cup
tasten, tastet, tastete, hat getastet	tasten, tastet, tastete, hat getastet		verb	B2+	to fumble, feel
Tat	die Tat, -en		die	B1	deed, action
Täter	der Täter, -		der	B1	culprit, perpetrator
tätig	tätig		adj	B1	active
Tätigkeit	die Tätigkeit, -en		die	B1	activity, work
Tatort	der Tatort, -e		der	B2+	crime scene
Tatsache	die Tatsache, -n		die	B1	fact
tatsächlich	tatsächlich		adj	B1	real, actual
tauchen, taucht, tauchte, ist getaucht	tauchen, taucht, tauchte, ist getaucht		verb	B1	to dive, dip
tauschen, tauscht, tauschte, hat getauscht	tauschen, tauscht, tauschte, hat getauscht		verb	B1	to exchange, change, swap, switch
täuschen, täuscht, täuschte, hat getäuscht	täuschen, täuscht, täuschte, hat getäuscht		verb	B2+	to deceive, be mistaken
tausend	tausend		num	A1	thousand
Taxi	das Taxi, -s		das	A1	taxi
Team	das Team, -s		das	A2	team
Technik	die Technik, -en		die	B1	technology, technique
technisch	technisch		adj	B1	technical
Technologie	die Technologie, -n		die	B1	technology
technologisch	technologisch		adj	B2+	technological
Tee	der Tee, -s		der	A1	tea
Teil	das Teil, -e		der, das	A1	part
Teilchen	das Teilchen, -		das	B1	particle
teilen, teilt, teilte, hat geteilt	teilen, teilt, teilte, hat geteilt		verb	A2	to divide, share
Teilnahme	die Teilnahme, -n		die	B1	participation
teilnehmen, nimmt teil, nahm teil, hat teilgenommen	teilnehmen, nimmt teil, nahm teil, hat teilgenommen		verb	A2	to take part
Teilnehmer	der Teilnehmer, -		der	B1	participant
teils	teils		adv	B2+	partly
Teilung	die Teilung, -en		die	B2+	division, separation, partition
teilweise	teilweise		adv	B1	partly
Telefon	das Telefon, -e		das	A1	telephone
telefonieren, telefoniert, telefonierte, hat telefoniert	telefonieren, telefoniert, telefonierte, hat telefoniert		verb	A1	to (make a telephone) call
Telefonnummer	die Telefonnummer, -n		die	B2+	phone number
Teller	der Teller, -		der	A2	plate
Tempel	der Tempel, -		der	B2+	temple
Temperatur	die Temperatur, -en		die	B1	temperature
Tempo	das Tempo, -i		das	B1	pace, speed
Tendenz	die Tendenz, -en		die	B2+	tendency, trend, inclination
Tennis	das Tennis		das	A2	tennis
Teppich	der Teppich, -e		der	B1	carpet
Termin	der Termin, -e		der	A1	appointment, date
Terrasse	die Terrasse, -n		die	B1	terrace, patio
Terror	der Terror		der	B2+	terror
Terroranschlag	der Terroranschlag, -̈e		der	B2+	terrorist attack
Terrorismus	der Terrorismus		der	B2+	terrorism
Terrorist	der Terrorist, -en		der	B2+	terrorist
Test	der Test, -s		der	A1	test
Testament	das Testament, -e		das	B2+	will
testen, testet, testete, hat getestet	testen, testet, testete, hat getestet		verb	B1	to test
teuer	teuer		adj	A1	expensive
Teufel	der Teufel, -		der	B2+	devil
Text	der Text, -e		der	A1	text
Theater	das Theater, -		das	A2	theater
Thema	das Thema, -en		das	A1	subject, topic, theme
thematisieren, thematisiert, thematisierte, hat thematisiert	thematisieren, thematisiert, thematisierte, hat thematisiert		verb	B2+	to broach the issue, make a subject of discussion
theoretisch	theoretisch		adj	B1	theoretical
Theorie	die Theorie, -n		die	B1	theory
Therapie	die Therapie, -n		die	B1	therapy
thermisch	thermisch		adj	B2+	thermal
Thermodynamik	die Thermodynamik		die	B2+	thermodynamics
These	die These, -n		die	B2+	thesis
Thüringen	Thüringen		das	B2+	Thuringia
Thüringer	Thüringer		adj	B2+	Thuringian
Tibet	Tibet		das	B2+	Tibet
Ticket	das Ticket, -s		das	A1	ticket
tief	tief		adj	A2	deep
Tiefe	die Tiefe, -n		die	B1	depth
Tier	das Tier, -e		das	A2	animal
Tipp	der Tipp, -s		der	A2	tip, hint
tippen, tippt, tippte, hat getippt	tippen, tippt, tippte, hat getippt		verb	B1	to tap, type
Tirol	Tirol		das	B2+	Tyrol
Tiroler	Tiroler		der	B2+	Tyrolean
Tisch	der Tisch, -e		der	A1	table
Titel	der Titel, -		der	A2	title
tja	tja		interj	B2+	well
Tochter	die Tochter, -̈		die	A1	daughter
Tod	der Tod, -e		der	B1	death
tödlich	tödlich		adj	B1	fatal
Toilette	die Toilette, -n		die	A1	toilet
Toleranz	die Toleranz, -en		die	B2+	tolerance
toll	toll		adj	A2	great, terrific
Ton	der Ton, -e		der	B1	sound, tone, clay
Tonne	die Tonne, -n		die	B1	ton, barrel, bin
Topf	der Topf, -̈e		der	A2	pot
Tor	das Tor, -e		das	B1	gate, goal
tot	tot		adj	A1	dead
total	total		adj	A2	total, complete
töten, tötet, tötete, hat getötet	töten, tötet, tötete, hat getötet		verb	B1	to kill
Tour	die Tour, -en		die	A2	tour, trip
Tourismus	der Tourismus		der	B1	tourism
Tourist	der Tourist, -en		der	A2	tourist
touristisch	touristisch		adj	B2+	touristic
Tradition	die Tradition, -en		die	B1	tradition
traditionell	traditionell		adj	B1	traditional
tragen, trägt, trug, hat getragen	tragen, trägt, trug, hat getragen		verb	A2	to carry, wear
Träger	der Träger, -		der	B2+	strap, holder, responsible body
tragisch	tragisch		adj	B2+	tragic
Tragödie	die Tragödie, -n		die	B2+	tragedy
Trainer	der Trainer, -		der	B1	coach
trainieren, trainiert, trainierte, hat trainiert	trainieren, trainiert, trainierte, hat trainiert		verb	A2	to train, coach
Training	das Training, -s		das	A2	training
Träne	die Träne, -n		die	B1	tear
Transfer	der Transfer, -s		der	B2+	transfer
Transformation	die Transformation, -en		die	B2+	transformation
Transparenz	die Transparenz, -en		die	B2+	transparency, clarity
Transport	der Transport, -e		der	B1	transportation
transportieren, transportiert, transportierte, hat transportiert	transportieren, transportiert, transportierte, hat transportiert		verb	B1	to transport
trauen, traut, traute, hat getraut	trauen, traut, traute, hat getraut		verb	B1	to trust, dare to
Trauer	die Trauer		die	B2+	grief
Traum	der Traum, -̈e		der	A2	dream
träumen, träumt, träumte, hat geträumt	träumen, träumt, träumte, hat geträumt		verb	A2	to dream
traurig	traurig		adj	A2	sad
treffen, trifft, traf, hat getroffen	treffen, trifft, traf, hat getroffen		verb	A2	to meet
Treffer	der Treffer, -		der	B2+	hit, goal
treiben, treibt, trieb, hat getrieben	treiben, treibt, trieb, hat getrieben		verb	B1	to drive, pursue
Trend	der Trend, -s		der	B1	trend
trennen, trennt, trennte, hat getrennt	trennen, trennt, trennte, hat getrennt		verb	A2	to separate
Trennung	die Trennung, -en		die	B1	separation
Treppe	die Treppe, -n		die	A1	stairs
Tresen	der Tresen, -		der	B2+	counter
treten, tritt, trat, hat getreten	treten, tritt, trat, hat getreten		verb	B1	to step
treu	treu		adj	B1	faithful
Trick	der Trick, -s		der	B2+	trick
Trinken	das Trinken		das	A1	drink, drinking
trinken, trinkt, trank, hat getrunken	trinken, trinkt, trank, hat getrunken		verb	A1	to drink
Triumph	der Triumph, -e		der	B2+	triumph
trocken	trocken		adj	A2	dry
trocknen, trocknet, trocknete, hat getrocknet	trocknen, trocknet, trocknete, hat getrocknet		verb	B1	to dry
Tropfen	der Tropfen, -		der	B1	drop
Trost	der Trost		der	B2+	solace, comfort
trösten, tröstet, tröstete, hat getröstet	trösten, tröstet, tröstete, hat getröstet		verb	B2+	to comfort
trotz	trotz		prep	B1	in spite of
trotzdem	trotzdem		adv	B1	nevertheless
Truppe	die Truppe, -n		die	B2+	troops, unit
tschüss	tschüss		interj	A1	bye
T-Shirt	das T-Shirt, -s		das	A2	T-shirt
Tuch	das Tuch, -̈er		das	B1	cloth, scarf
tun, tut, tat, hat getan	tun, tut, tat, hat getan		verb	A1	to do
Tunnel	der Tunnel, -		der	B2+	tunnel
Tür	die Tür, -en		die	A2	door
Türke	der Türke, -n		der	B2+	Turk
Türkei	die Türkei		die	A2	Turkey
türkisch	türkisch		adj, das	B1	Turkish; Turkish
Turm	der Turm, -̈e		der	B1	tower
Turnier	das Turnier, -e		das	B2+	tournament
TV	das TV, -s		das	B2+	TV
Typ	der Typ, -en		der	B1	type
typisch	typisch		adj	A2	typical
übel	übel		adj	B2+	foul, bad
üben, übt, übte, hat geübt	üben, übt, übte, hat geübt		verb	A2	to practice
über	über		prep	A1	above, over, about
überall	überall		adv	A2	everywhere
Überblick	der Überblick, -e		der	B2+	view, overview
übereinstimmen, stimmt überein, stimmte überein, hat übereingestimmt	übereinstimmen, stimmt überein, stimmte überein, hat übereingestimmt		verb	B2+	to accord, correspond, agree
Übereinstimmung	die Übereinstimmung, -en		die	B2+	match, agreement
überflüssig	überflüssig		adj	B2+	superfluous, unnecessary
überfordern, überfordert, überforderte, hat überfordert	überfordern, überfordert, überforderte, hat überfordert		verb	B2+	to overtax, be too much
überführen, überführt, überführte, hat überführt	überführen, überführt, überführte, hat überführt		verb	B2+	to transfer
Übergang	der Übergang, -̈e		der	B1	crossing, transition
übergeben, übergibt, übergab, hat übergeben	übergeben, übergibt, übergab, hat übergeben		verb	B2+	to hand over, transfer
übergehen, geht über, ging über, ist übergegangen	übergehen, geht über, ging über, ist übergegangen		verb	B2+	to pass into
überhaupt	überhaupt		adv	B1	at all, generally
überholen, überholt, überholte, hat überholt	überholen, überholt, überholte, hat überholt		verb	B1	to pass, overhaul
überlassen, überlässt, überließ, hat überlassen	überlassen, überlässt, überließ, hat überlassen		verb	B1	to leave
überleben, überlebt, überlebte, hat überlebt	überleben, überlebt, überlebte, hat überlebt		verb	B1	to survive
überlegen	überlegen		verb	B1	superior
überlegen	überlegen		adj	B1	superior
Überlegung	die Überlegung, -en		die	B1	thought, thinking
übernachten, übernachtet, übernachtete, hat übernachtet	übernachten, übernachtet, übernachtete, hat übernachtet		verb	A1	to stay overnight, spend the night, sleep over
Übernahme	die Übernahme, -n		die	B2+	takeover
übernehmen, übernimmt, übernahm, hat übernommen	übernehmen, übernimmt, übernahm, hat übernommen		verb	B1	to take over
überprüfen, überprüft, überprüfte, hat überprüft	überprüfen, überprüft, überprüfte, hat überprüft		verb	B1	to check
Überprüfung	die Überprüfung, -en		die	B2+	review, screening, check, inspection
überqueren, überquert, überquerte, hat überquert	überqueren, überquert, überquerte, hat überquert		verb	B1	to cross
überraschen, überrascht, überraschte, hat überrascht	überraschen, überrascht, überraschte, hat überrascht		verb	B1	to surprise
Überraschung	die Überraschung, -en		die	B1	surprise
überschreiten, überschreitet, überschritt, hat überschritten	überschreiten, überschreitet, überschritt, hat überschritten		verb	B2+	to exceed
übersehen, übersieht, übersah, hat übersehen	übersehen, übersieht, übersah, hat übersehen		verb	B2+	to overlook
übersetzen, übersetzt, übersetzte, hat übersetzt	übersetzen, übersetzt, übersetzte, hat übersetzt		verb	A2	to translate
Übersetzer	der Übersetzer, -		der	B1	translator
Übersetzung	die Übersetzung, -en		die	A2	translation
Übersicht	die Übersicht, -en		die	B2+	overview
überstehen, übersteht, überstand, hat überstanden	überstehen, übersteht, überstand, hat überstanden		verb	B2+	to overcome, survive
übertragen	übertragen		verb	B1	to transfer
Übertragung	die Übertragung, -en		die	B2+	transmission, broadcast
übertreiben, übertreibt, übertrieb, hat übertrieben	übertreiben, übertreibt, übertrieb, hat übertrieben		verb	B1	to exaggerate
überwachen, überwacht, überwachte, hat überwacht	überwachen, überwacht, überwachte, hat überwacht		verb	B2+	to monitor, control, watch
Überwachung	die Überwachung, -en		die	B2+	surveillance
überwältigen, überwältigt, überwältigte, hat überwältigt	überwältigen, überwältigt, überwältigte, hat überwältigt		verb	B2+	to overwhelm
überwiegen, überwiegt, überwog, hat überwogen	überwiegen, überwiegt, überwog, hat überwogen		verb	B1	to outweigh
überwinden, überwindet, überwand, hat überwunden	überwinden, überwindet, überwand, hat überwunden		verb	B2+	to overcome
überzeugen, überzeugt, überzeugte, hat überzeugt	überzeugen, überzeugt, überzeugte, hat überzeugt		verb	A2	to convince
Überzeugung	die Überzeugung, -en		die	B1	conviction
überziehen, zieht über, zog über, hat übergezogen	überziehen, zieht über, zog über, hat übergezogen		verb	B2+	to cover, put on, overdraw
üblich	üblich		adj	B1	usual
üblicherweise	üblicherweise		adv	B2+	usually
übrig	übrig		adj	B1	remaining, left, leftover
übrigens	übrigens		adv	B1	by the way
Übung	die Übung, -en		die	B1	exercise, practice
Ufer	das Ufer, -		das	B1	shore, bank
Uhr	die Uhr, -en		die	A1	clock, watch, o’clock
Ukraine	die Ukraine		die	B1	Ukraine
ukrainisch	ukrainisch		adj	B2+	Ukrainian
um	um		prep, conj	A1	around, at; in order to
umarmen, umarmt, umarmte, hat umarmt	umarmen, umarmt, umarmte, hat umarmt		verb	B1	to embrace
umbringen, bringt um, brachte um, hat umgebracht	umbringen, bringt um, brachte um, hat umgebracht		verb	B1	to kill
umdrehen, dreht um, drehte um, hat umgedreht	umdrehen, dreht um, drehte um, hat umgedreht		verb	B1	to turn over, turn around
Umfang	der Umfang, -̈e		der	B1	circumference, size, extent, length
umfangreich	umfangreich		adj	B2+	extensive
umfassen, umfasst, umfasste, hat umfasst	umfassen, umfasst, umfasste, hat umfasst		verb	B1	to include, consist of, surround
Umfeld	das Umfeld, -er		das	B1	milieu, environment
Umfrage	die Umfrage, -n		die	B1	survey
Umgang	der Umgang, -̈e		der	B1	dealings, contact
umgeben, gibt um, gab um, hat umgegeben	umgeben, gibt um, gab um, hat umgegeben		verb	B1	to surround, enclose
Umgebung	die Umgebung, -en		die	B1	surroundings
umgehen, umgeht, umging, hat umgangen	umgehen, umgeht, umging, hat umgangen		verb	B1	to treat, handle
umgekehrt	umgekehrt		adj	B1	reversed, contrary, around
umrechnen, rechnet um, rechnete um, hat umgerechnet	umrechnen, rechnet um, rechnete um, hat umgerechnet		verb	B2+	to convert
Umsatz	der Umsatz, -̈e		der	B1	turnover, sales
umsehen, sieht um, sah um, hat umgesehen	umsehen, sieht um, sah um, hat umgesehen		verb	B2+	to look (around)
umsetzen, setzt um, setzte um, hat umgesetzt	umsetzen, setzt um, setzte um, hat umgesetzt		verb	B1	to implement, move, put (into practice)
Umsetzung	die Umsetzung, -en		die	B1	transfer, implementation
umso	umso		conj	B1	the (more . . . the)
umsonst	umsonst		adv	B1	for free, in vain
Umstand	der Umstand, -̈e		der	B1	circumstance
umstritten	umstritten		adj	B1	disputed
umwandeln, wandelt um, wandelte um, hat umgewandelt	umwandeln, wandelt um, wandelte um, hat umgewandelt		verb	B2+	to convert, change
Umwandlung	die Umwandlung, -en		die	B2+	conversion
Umwelt	die Umwelt, -en		die	B1	environment
Umzug	der Umzug, -̈e		der	A2	move
unabhängig	unabhängig		adj	A2	independent
Unabhängigkeit	die Unabhängigkeit, -en		die	B2+	independence
unangenehm	unangenehm		adj	B2+	unpleasant
unauffällig	unauffällig		adj	B2+	inconspicuous
unbedingt	unbedingt		adv	A2	absolutely
unbekannt	unbekannt		adj	B1	unknown
unbewusst	unbewusst		adj	B2+	unconscious
und	und		conj	A1	and
unendlich	unendlich		adj	B1	endless, infinite
unerträglich	unerträglich		adj	B2+	unbearable, intolerable
unerwartet	unerwartet		adj	B2+	unexpected
Unfall	der Unfall, -̈e		der	A2	accident
Ungarn	Ungarn		das	B1	Hungary
ungefähr	ungefähr		adj	B1	approximately
ungeheuer	ungeheuer		adj	B2+	tremendous
ungewöhnlich	ungewöhnlich		adj	B1	unusual
unglaublich	unglaublich		adj	B1	incredible
ungleich	ungleich		adj	B2+	dissimilar, unequal
Ungleichheit	die Ungleichheit, -en		die	B2+	inequality, dissimilarity
Unglück	das Unglück, -e		das	B1	misfortune, disaster
unglücklich	unglücklich		adj	B2+	unhappy, unfortunate
unheimlich	unheimlich		adj	B1	eerie, scary, incredible, creepy
Uniform	die Uniform, -en		die	B1	uniform
Union	die Union, -en		die	B1	union
Universität	die Universität, -en (Uni)		die	A2	university
Universitätsbibliothek	die Universitätsbibliothek, -en		die	B2+	university library
Universum	das Universum, -en		das	B2+	universe
unklar	unklar		adj	B2+	unclear
unmittelbar	unmittelbar		adj	B1	immediate, direct
unmöglich	unmöglich		adj	B1	impossible
unnötig	unnötig		adj	B2+	unnecessary
UNO	UNO (Vereinte Nationen)		die	B2+	UN
Unrecht	das Unrecht		das	B2+	injustice, wrong
Unruhe	die Unruhe, -n		die	B2+	unrest, unease, disquiet, upheaval
uns	uns		pron	A1	us, we
unschuldig	unschuldig		adj	B2+	innocent
unser	unser		pron	A1	our
unsicher	unsicher		adj	B2+	uncertain
Unsicherheit	die Unsicherheit, -en		die	B2+	uncertainty
unsichtbar	unsichtbar		adj	B2+	invisible
Unsinn	der Unsinn		der	B2+	nonsense
unten	unten		adv	A1	down
unter	unter		prep	A1	under
unterbrechen, unterbricht, unterbrach, hat unterbrochen	unterbrechen, unterbricht, unterbrach, hat unterbrochen		verb	B1	to interrupt
unterbringen, bringt unter, brachte unter, hat untergebracht	unterbringen, bringt unter, brachte unter, hat untergebracht		verb	B2+	to put (up), accommodate
unterdessen	unterdessen		adv	B2+	meanwhile, in the meantime
unterdrücken, unterdrückt, unterdrückte, hat unterdrückt	unterdrücken, unterdrückt, unterdrückte, hat unterdrückt		verb	B2+	to suppress
untere	untere (r, s)		adj	B1	lower
untereinander	untereinander		adv	B2+	among (our)selves, with each other
untergehen, geht unter, ging unter, ist untergegangen	untergehen, geht unter, ging unter, ist untergegangen		verb	B2+	to go down
unterhalb	unterhalb		prep	B2+	below, underneath
unterhalten, unterhält, unterhielt, hat unterhalten	unterhalten (sich), unterhält, unterhielt, hat unterhalten		verb	A2	to amuse oneself, chat
Unterhaltung	die Unterhaltung, -en		die	B1	entertainment, conversation
Unterkunft	die Unterkunft, -̈e		die	A2	accommodation
Unterlage	die Unterlage, -n		die, die (pl)	B2+	base, pad, document; documents
unterliegen, unterliegt, unterlag, hat unterlegen	unterliegen, unterliegt, unterlag, hat unterlegen		verb	B2+	to be defeated, be subject
Unternehmen	das Unternehmen, -		das	A2	enterprise, company
unternehmen, unternimmt, unternahm, hat unternommen	unternehmen, unternimmt, unternahm, hat unternommen		verb	A2	to undertake, do, take action
Unternehmer	der Unternehmer, -		der	B1	entrepreneur, employer
Unternehmung	die Unternehmung, -en		die	B2+	company, venture, enterprise
Unterricht	der Unterricht, -e		der	A1	instruction, classes
unterrichten, unterrichtet, unterrichtete, hat unterrichtet	unterrichten, unterrichtet, unterrichtete, hat unterrichtet		verb	B1	to teach
unterschätzen, unterschätzt, unterschätzte, hat unterschätzt	unterschätzen, unterschätzt, unterschätzte, hat unterschätzt		verb	B2+	to underestimate
unterscheiden, unterscheidet, unterschied, hat unterschieden	unterscheiden, unterscheidet, unterschied, hat unterschieden		verb	B1	to distinguish
Unterscheidung	die Unterscheidung, -en		die	B2+	differentiation, distinction
Unterschied	der Unterschied, -e		der	A2	difference
unterschiedlich	unterschiedlich		adj	B1	different
unterschreiben, unterschreibt, unterschrieb, hat unterschrieben	unterschreiben, unterschreibt, unterschrieb, hat unterschrieben		verb	A1	to sign
Unterschrift	die Unterschrift, -en		die	A1	signature
unterstellen, unterstellt, unterstellte, hat unterstellt	unterstellen, unterstellt, unterstellte, hat unterstellt		verb	B2+	to put in charge, imply, store
unterstreichen, unterstreicht, unterstrich, hat unterstrichen	unterstreichen, unterstreicht, unterstrich, hat unterstrichen		verb	B1	to underline, emphasize
unterstützen, unterstützt, unterstützte, hat unterstützt	unterstützen, unterstützt, unterstützte, hat unterstützt		verb	B1	to support
Unterstützung	die Unterstützung, -en		die	B1	support
untersuchen, untersucht, untersuchte, hat untersucht	untersuchen, untersucht, untersuchte, hat untersucht		verb	A2	to examine
Untersuchung	die Untersuchung, -en		die	B1	examination
unterteilen, unterteilt, unterteilte, hat unterteilt	unterteilen, unterteilt, unterteilte, hat unterteilt		verb	B2+	to divide, subdivide, partition
unterwegs	unterwegs		adv	B1	on the way
unverändert	unverändert		adj	B2+	unchanged
unwahrscheinlich	unwahrscheinlich		adj	B2+	improbable, unlikely
unzählig	unzählig		adj	B2+	countless
uralt	uralt		adj	B2+	ancient
Urgroßvater	der Urgroßvater, -̈		der	B2+	great-grandfather
Urlaub	der Urlaub, -e		der	A1	vacation
Urlauber	der Urlauber, -		der	B2+	vacationer
Ursache	die Ursache, -n		die	B1	cause
Ursprung	der Ursprung, -̈e		der	B2+	origin
ursprünglich	ursprünglich		adj	B1	original
Urteil	das Urteil, -e		das	B1	sentence, judgment
USA	USA (Vereinigte Staaten von Amerika)		die	A2	USA, United States of America
variabel	variabel		adj	B2+	variable
Variable	die Variable, -n		die	B1	variable
Variante	die Variante, -n		die	B1	variant, variation
Varianz	die Varianz, -en		die	B2+	variance
Variation	die Variation, -en		die	B2+	kind, variation
variieren, variiert, variierte, hat variiert	variieren, variiert, variierte, hat variiert		verb	B2+	to vary
Vater	der Vater, -̈		der	A1	father
Vektor	der Vektor, -en		der	B1	vector
Vene	die Vene, -n		die	B2+	vein
verabreden, verabredet, verabredete, hat verabredet	verabreden, verabredet, verabredete, hat verabredet		verb	B2+	to arrange, make an appointment
verabschieden, verabschiedet, verabschiedete, hat verabschiedet	verabschieden, verabschiedet, verabschiedete, hat verabschiedet		verb	B1	to say goodbye, pass
verändern, verändert, veränderte, hat verändert	verändern, verändert, veränderte, hat verändert		verb	A2	to change
Veränderung	die Veränderung, -en		die	A2	change
verankern, verankert, verankerte, hat verankert	verankern, verankert, verankerte, hat verankert		verb	B2+	to anchor, enshrine
veranlassen, veranlasst, veranlasste, hat veranlasst	veranlassen, veranlasst, veranlasste, hat veranlasst		verb	B2+	to arrange, cause, initiate
veranstalten, veranstaltet, veranstaltete, hat veranstaltet	veranstalten, veranstaltet, veranstaltete, hat veranstaltet		verb	B2+	to organize
Veranstalter	der Veranstalter, -		der	B2+	organizer
Veranstaltung	die Veranstaltung, -en		die	A2	event
verantwortlich	verantwortlich		adj	B1	responsible
Verantwortung	die Verantwortung, -en		die	B1	responsibility
verarbeiten, verarbeitet, verarbeitete, hat verarbeitet	verarbeiten, verarbeitet, verarbeitete, hat verarbeitet		verb	B2+	to use, process, assimilate
Verarbeitung	die Verarbeitung, -en		die	B2+	processing, finishing
Verb	das Verb, -en		das	B2+	verb
verbal	verbal		adj	B2+	verbal
Verband	der Verband, -̈e		der	B1	association, bandage
verbergen, verbirgt, verbarg, hat verborgen	verbergen, verbirgt, verbarg, hat verborgen		verb	B1	to hide, conceal
verbessern, verbessert, verbesserte, hat verbessert	verbessern, verbessert, verbesserte, hat verbessert		verb	B1	to improve, correct
Verbesserung	die Verbesserung, -en		die	B1	improvement
verbieten, verbietet, verbot, hat verboten	verbieten, verbietet, verbot, hat verboten		verb	A2	to forbid, prohibit
verbinden, verbindet, verband, hat verbunden	verbinden, verbindet, verband, hat verbunden		verb	B1	to connect, link, unite
verbindlich	verbindlich		adj	B2+	binding, authoritative
Verbindlichkeit	die Verbindlichkeit, -en		die	B2+	obligation, liability, commitment
Verbindung	die Verbindung, -en		die	B1	connection, link
verbleiben, verbleibt, verblieb, ist verblieben	verbleiben, verbleibt, verblieb, ist verblieben		verb	B2+	to remain, stay, agree
Verbot	das Verbot, -e		das	B1	ban, prohibition
verbrauchen, verbraucht, verbrauchte, hat verbraucht	verbrauchen, verbraucht, verbrauchte, hat verbraucht		verb	B1	to use, consume
Verbraucher	der Verbraucher, -		der	B1	consumer
Verbrechen	das Verbrechen, -		das	B2+	crime
verbreiten, verbreitet, verbreitete, hat verbreitet	verbreiten, verbreitet, verbreitete, hat verbreitet		verb	B1	to spread
Verbreitung	die Verbreitung, -en		die	B2+	dissemination, distribution, spread
verbrennen, verbrennt, verbrannte, ist verbrannt	verbrennen, verbrennt, verbrannte, ist verbrannt		verb	B2+	to burn
verbringen, verbringt, verbrachte, hat verbracht	verbringen, verbringt, verbrachte, hat verbracht		verb	B1	to spend (time)
Verdacht	der Verdacht, -e		der	B1	suspicion
verdächtig	verdächtig		adj	B1	suspicious
verdammt	verdammt		adj	B1	damned
verdanken, verdankt, verdankte, hat verdankt	verdanken, verdankt, verdankte, hat verdankt		verb	B2+	to owe, have sb to thank for sth
verdecken, verdeckt, verdeckte, hat verdeckt	verdecken, verdeckt, verdeckte, hat verdeckt		verb	B2+	to cover, hide
verdeutlichen, verdeutlicht, verdeutlichte, hat verdeutlicht	verdeutlichen, verdeutlicht, verdeutlichte, hat verdeutlicht		verb	B2+	to clarify, explain
verdienen, verdient, verdiente, hat verdient	verdienen, verdient, verdiente, hat verdient		verb	A1	to earn, deserve
verdoppeln, verdoppelt, verdoppelte, hat verdoppelt	verdoppeln, verdoppelt, verdoppelte, hat verdoppelt		verb	B2+	to double
verdrängen, verdrängt, verdrängte, hat verdrängt	verdrängen, verdrängt, verdrängte, hat verdrängt		verb	B2+	to drive out, suppress
verehrt	verehrt		adj	B2+	venerated, honored
Verein	der Verein, -e		der	A1	association, club
vereinbaren, vereinbart, vereinbarte, hat vereinbart	vereinbaren, vereinbart, vereinbarte, hat vereinbart		verb	A2	to agree
Vereinbarung	die Vereinbarung, -en		die	B2+	agreement
vereinen, vereint, vereinte, hat vereint	vereinen, vereint, vereinte, hat vereint		verb	B2+	to unite
vereinfachen, vereinfacht, vereinfachte, hat vereinfacht	vereinfachen, vereinfacht, vereinfachte, hat vereinfacht		verb	B2+	to simplify
vereinigen, vereinigt, vereinigte, hat vereinigt	vereinigen, vereinigt, vereinigte, hat vereinigt		verb	B1	to unite
Vereinigung	die Vereinigung, -en		die	B2+	organization, association, unification
Verfahren	das Verfahren, -		das	A2	method, process, technique
verfallen, verfällt, verfiel, ist verfallen	verfallen, verfällt, verfiel, ist verfallen		verb	B2+	to decay, deteriorate, expire
verfassen, verfasst, verfasste, hat verfasst	verfassen, verfasst, verfasste, hat verfasst		verb	B2+	to draw up, write
Verfassung	die Verfassung, -en		die	B2+	constitution
verfolgen, verfolgt, verfolgte, hat verfolgt	verfolgen, verfolgt, verfolgte, hat verfolgt		verb	B1	to pursue, chase
verfügbar	verfügbar		adj	B2+	available
verfügen, verfügt, verfügte, hat verfügt	verfügen, verfügt, verfügte, hat verfügt		verb	B1	to have sth at one’s disposal, be in charge
Verfügung	die Verfügung, -en		die	A2	disposal
Vergangenheit	die Vergangenheit, -en		die	B1	past
vergeben	vergeben		verb	B2+	to award, allocate, give away
vergeblich	vergeblich		adj	B1	futile
vergehen, vergeht, verging, hat vergangen	vergehen, vergeht, verging, hat vergangen		verb	A1	to pass (time)
vergessen, vergisst, vergaß, hat vergessen	vergessen, vergisst, vergaß, hat vergessen		verb	A2	to forget
Vergleich	der Vergleich, -e		der	A1	comparison
vergleichbar	vergleichbar		adj	B1	comparable
