Word	Annotation	Sense	Part of Speech	Level	Russian
Marktanteil	der Marktanteil, -e		der	B2+	Доля рынка
regulieren, reguliert, regulierte, hat reguliert	regulieren, reguliert, regulierte, hat reguliert		verb	B2+	регулировать
Rundfunk	der Rundfunk		der	B2+	Вещание
Teilnahme	die Teilnahme, -n		die	B1	Участие
Thermodynamik	die Thermodynamik		die	B2+	Термодинамика
LKW	LKW (Lastkraftwagen)		der	A1	грузовик
Quatsch	der Quatsch		der	B2+	Ерунда
romantisch	romantisch		adj	A2	романтический
Substrat	das Substrat, -e		das	B2+	Субстрат
erlangen, erlangt, erlangte, hat erlangt	erlangen, erlangt, erlangte, hat erlangt		verb	B2+	приобрести
zumachen, macht zu, machte zu, hat zugemacht	zumachen, macht zu, machte zu, hat zugemacht		verb	A2	близко
ausstellen, stellt aus, stellte aus, hat ausgestellt	ausstellen, stellt aus, stellte aus, hat ausgestellt		verb	B1	экспонат
Becken	das Becken, -		das	B2+	бассейн
kreuzen, kreuzt, kreuzte, hat gekreuzt	kreuzen, kreuzt, kreuzte, hat gekreuzt		verb	B2+	крест
zart	zart		adj	B2+	нежный
Zwang	der Zwang, -̈e		der	B2+	Принуждение
Engländer	der Engländer, -		der	B2+	Англичанин
Münze	die Münze, -n		die	B1	Монета
Nachrichtenagentur	die Nachrichtenagentur, -en		die	B2+	Информационное агентство
seitlich	seitlich		adj	B2+	вбок
Abendessen	das Abendessen, -		das	B2+	Ужин
Beobachter	der Beobachter, -		der	B2+	наблюдатель
Durchmesser	der Durchmesser, -		der	B2+	диаметр
Oper	die Oper, -n		die	B1	Опера
satt	satt		adj	B1	надоело
SPÖ	SPÖ (Sozialdemokratische Partei Österreichs)		die	B2+	СПО
symbolisch	symbolisch		adj	B2+	символический
T-Shirt	das T-Shirt, -s		das	A2	футболка
Zerstörung	die Zerstörung, -en		die	B2+	Разрушение
gestehen, gesteht, gestand, hat gestanden	gestehen, gesteht, gestand, hat gestanden		verb	B2+	признаться
Kerze	die Kerze, -n		die	B1	свеча
Konferenz	die Konferenz, -en		die	B1	Конференция
ländlich	ländlich		adj	B2+	сельский
Stadium	das Stadium, -en		das	B2+	сцена
Unrecht	das Unrecht		das	B2+	Несправедливость
Versicherung	die Versicherung, -en		die	B1	Страхование
Wurst	die Wurst, -̈e		die	A2	Колбаса
anspruchsvoll	anspruchsvoll		adj	B2+	требовательный
Bedenken	das Bedenken, -		das	B2+	Проблемы
Cent	der Cent, -		der	B2+	центы
ermorden, ermordet, ermordete, hat ermordet	ermorden, ermordet, ermordete, hat ermordet		verb	B2+	убийство
geometrisch	geometrisch		adj	B2+	геометрический
Geschwister	Geschwister		die (pl)	A1	братья и сестры
kleiden, kleidet, kleidete, hat gekleidet	kleiden, kleidet, kleidete, hat gekleidet		verb	B2+	одеть
ragen, ragt, ragte, hat geragt	ragen, ragt, ragte, hat geragt		verb	B2+	башня
Staub	der Staub, -̈e		der	B1	пыль
unwahrscheinlich	unwahrscheinlich		adj	B2+	маловероятно
au	au		interj	B2+	ой
aufgreifen, greift auf, griff auf, hat aufgegriffen	aufgreifen, greift auf, griff auf, hat aufgegriffen		verb	B2+	взял
beauftragen, beauftragt, beauftragte, hat beauftragt	beauftragen, beauftragt, beauftragte, hat beauftragt		verb	B2+	комиссия
Brand	der Brand, -̈e		der	B2+	Бренд
eindringen, dringt ein, drang ein, ist eingedrungen	eindringen, dringt ein, drang ein, ist eingedrungen		verb	B2+	проникнуть
Erfüllung	die Erfüllung, -en		die	B2+	выполнение
Examen	das Examen, -ia		das	B2+	экзамен
Kristall	der Kristall, -e		der	B2+	Кристалл
partiell	partiell		adj	B2+	частичный
Schale	die Schale, -n		die	B2+	оболочка
scheißen, scheißt, schiss, hat geschissen	scheißen, scheißt, schiss, hat geschissen		verb	B2+	черт
Schiedsrichter	der Schiedsrichter, -		der	B2+	Рефери
Tanz	der Tanz, -̈e		der	B1	Танец
tippen, tippt, tippte, hat getippt	tippen, tippt, tippte, hat getippt		verb	B1	постучал
Universum	das Universum, -en		das	B2+	Вселенная
vernetzen, vernetzt, vernetzte, hat vernetzt	vernetzen, vernetzt, vernetzte, hat vernetzt		verb	B2+	сеть
vierzehn	vierzehn		num	B2+	четырнадцать
weitermachen, macht weiter, machte weiter, hat weitergemacht	weitermachen, macht weiter, machte weiter, hat weitergemacht		verb	B2+	продолжай
abhauen, haut ab, hieb ab, hat abgehauen	abhauen, haut ab, hieb ab, hat abgehauen		verb	B2+	отрезал
Ablehnung	die Ablehnung, -en		die	B2+	Отказ
Abwehr	die Abwehr		die	B2+	Оборона
Arsch	der Arsch, -Äe		der	B2+	Задница
auskennen, kennt aus, kannte aus, hat ausgekannt	auskennen, kennt aus, kannte aus, hat ausgekannt		verb	B2+	знать
Globalisierung	die Globalisierung, -en		die	B2+	Глобализация
Kampagne	die Kampagne, -n		die	B2+	кампания
klauen, klaut, klaute, hat geklaut	klauen, klaut, klaute, hat geklaut		verb	B2+	украсть
Rathaus	das Rathaus, -̈er		das	A2	Мэрия
schwul	schwul		adj	B2+	гей
ablenken, lenkt ab, lenkte ab, hat abgelenkt	ablenken, lenkt ab, lenkte ab, hat abgelenkt		verb	B2+	отвлекать
bemerkenswert	bemerkenswert		adj	B2+	замечательный
Camp	das Camp, -s		das	B2+	Лагерь
Daumen	der Daumen, -		der	B2+	Большой палец
einseitig	einseitig		adj	B2+	односторонний
lauschen, lauscht, lauschte, hat gelauscht	lauschen, lauscht, lauschte, hat gelauscht		verb	B2+	слушай
nachvollziehen, vollzieht nach, vollzog nach, hat nachvollzogen	nachvollziehen, vollzieht nach, vollzog nach, hat nachvollzogen		verb	B2+	понимать
Nordrhein-Westfalen	Nordrhein-Westfalen		das	B2+	Северный Рейн-Вестфалия
Verstand	der Verstand		der	B2+	ум
zugunsten	zugunsten		prep	B2+	в пользу
anmerken, merkt an, merkte an, hat angemerkt	anmerken, merkt an, merkte an, hat angemerkt		verb	B2+	примечание
bewähren, bewährt, bewährte, hat bewährt	bewähren (sich), bewährt, bewährte, hat bewährt		verb	B2+	доказать
bundesweit	bundesweit		adj	B2+	общенациональный
durchziehen, zieht durch, zog durch, hat durchgezogen	durchziehen, zieht durch, zog durch, hat durchgezogen		verb	B2+	вытащить
erholen, erholt, erholte, hat erholt	erholen (sich), erholt, erholte, hat erholt		verb	B1	выздоровел
Kohlenstoff	der Kohlenstoff		das	B2+	Углерод
Quote	die Quote, -n		die	B2+	Квота
Vorlage	die Vorlage, -n		die	B2+	Шаблон
Vorzeichen	das Vorzeichen, -		das	B2+	знак
Zugriff	der Zugriff, -e		der	B2+	Доступ
aromatisch	aromatisch		adj	B2+	ароматный
Grenzwert	der Grenzwert, -e		der	B2+	предел
Großstadt	die Großstadt, -̈e		die	B2+	Большой город
hervorheben, hebt hervor, hob hervor, hat hervorgehoben	hervorheben, hebt hervor, hob hervor, hat hervorgehoben		verb	B2+	выделить
Lokal	das Lokal, -e		das	A1	Местный
Mitternacht	die Mitternacht, -̈e		die	B2+	Полночь
thermisch	thermisch		adj	B2+	термический
vermindern, vermindert, verminderte, hat vermindert	vermindern, vermindert, verminderte, hat vermindert		verb	B2+	уменьшилось
verwandt	verwandt		adj	B1	связанный
Beschleunigung	die Beschleunigung, -en		die	B2+	Ускорение
Bundespräsident	der Bundespräsident, -en		der	B2+	Федеральный президент
Erfindung	die Erfindung, -en		die	B1	изобретение
Fliege	die Fliege, -n		die	B2+	Летать
Immunsystem	das Immunsystem, -e		das	B2+	иммунная система
platzen, platzt, platzte, ist geplatzt	platzen, platzt, platzte, ist geplatzt		verb	B2+	лопнул
Pressekonferenz	die Pressekonferenz, -en		die	B2+	Пресс-конференция
servieren, serviert, servierte, hat serviert	servieren, serviert, servierte, hat serviert		verb	B2+	служить
Sessel	der Sessel, -		der	B1	Кресло
Strahl	der Strahl, -en		der	B2+	Рэй
Anwesenheit	die Anwesenheit		die	B2+	Присутствие
Bube	der Bube, -n		der	B2+	Джек
Geldpolitik	die Geldpolitik, -en		die	B2+	денежно-кредитная политика
gewissermaßen	gewissermaßen		adv	B2+	в некотором смысле
Ingenieur	der Ingenieur, -e		der	B1	Инженер
Manuskript	das Manuskript, -e		das	B2+	Рукопись
Nacherfüllung	die Nacherfüllung		die	B2+	Последующее выполнение
sachlich	sachlich		adj	B2+	фактический
Ausschuss	der Ausschuss, -̈e		der	B2+	комитет
Mitgliedstaat	der Mitgliedstaat, -en		der	B2+	Государство-член
Spaltung	die Spaltung, -en		die	B2+	Отдел
Antibiotikum, Antibiotika	das Antibiotikum, die Antibiotika		das	B2+	Антибиотик
anweisen, weist an, wies an, hat angewiesen	anweisen, weist an, wies an, hat angewiesen		verb	B2+	инструктировать
Ausflug	der Ausflug, -̈e		der	A1	экскурсия
außergewöhnlich	außergewöhnlich		adj	B2+	необыкновенный
Baustelle	die Baustelle, -n		die	A2	Строительная площадка
Index	der Index, -izes		der	B2+	Индекс
Kasten	der Kasten, -̈		der	B1	коробка
Kölner	Kölner		adj	B2+	Кёльн
Pariser	der Pariser, -		der	B2+	Парижанин
schimpfen, schimpft, schimpfte, hat geschimpft	schimpfen, schimpft, schimpfte, hat geschimpft		verb	A2	напыщенная речь
Sicherung	die Sicherung, -en		die	B2+	Резервное копирование
Steigung	die Steigung, -en		die	B2+	склон
wegnehmen, nimmt weg, nahm weg, hat weggenommen	wegnehmen, nimmt weg, nahm weg, hat weggenommen		verb	B2+	забери
worum	worum		pron	B1	как насчет
Balkon	der Balkon, -s		der	A1	Балкон
bar	bar		adj	A1	наличные
Business	das Business		das	B2+	Бизнес
Duell	das Duell, -e		das	B2+	Дуэль
erfreuen, erfreut, erfreute, hat erfreut	erfreuen, erfreut, erfreute, hat erfreut		verb	B2+	восторг
erschließen, erschließt, erschloss, hat erschlossen	erschließen, erschließt, erschloss, hat erschlossen		verb	B2+	открывается
Gewehr	das Gewehr, -e		das	B2+	винтовка
Mittelmeer	das Mittelmeer		das	B2+	Средиземноморье
Tuch	das Tuch, -̈er		das	B1	ткань
vereinfachen, vereinfacht, vereinfachte, hat vereinfacht	vereinfachen, vereinfacht, vereinfachte, hat vereinfacht		verb	B2+	упростить
Wende	die Wende, -n		die	B2+	Поворот
Agentur	die Agentur, -en		die	B2+	Агентство
Bündnis	das Bündnis, -se		das	B2+	Альянс
flüchtig	flüchtig		adj	B2+	мимолетный
Geographie	die Geographie, -n		die	B2+	География
Lebewesen	das Lebewesen, -		das	B2+	живые существа
Ozean	der Ozean, -e		der	B1	Океан
Pakistan	Pakistan		das	B2+	Пакистан
Rheinland-Pfalz	Rheinland-Pfalz		das	B2+	Рейнланд-Пфальц
Sektor	der Sektor, -en		der	B2+	Сектор
umsonst	umsonst		adv	B1	бесплатно
verdächtig	verdächtig		adj	B1	подозрительно
zuverlässig	zuverlässig		adj	B1	надежный
abheben, hebt ab, hob ab, hat abgehoben	abheben, hebt ab, hob ab, hat abgehoben		verb	B1	взлететь
alltäglich	alltäglich		adj	B1	каждый день
anbringen, bringt an, brachte an, hat angebracht	anbringen, bringt an, brachte an, hat angebracht		verb	B2+	прикрепить
entgehen, entgeht, entging, ist entgangen	entgehen, entgeht, entging, ist entgangen		verb	B2+	сбежать
Fortsetzung	die Fortsetzung, -en		die	B1	Продолжение
lauter	lauter		adv	B2+	громче
Mediziner	der Mediziner, -		der	B2+	медицинские работники
Tunnel	der Tunnel, -		der	B2+	туннели
Assistent	der Assistent, -en		der	B2+	Ассистент
Differenzierung	die Differenzierung, -en		die	B2+	Дифференциация
drastisch	drastisch		adj	B2+	радикальный
gleichmäßig	gleichmäßig		adj	B2+	равномерно
hinnehmen, nimmt hin, nahm hin, hat hingenommen	hinnehmen, nimmt hin, nahm hin, hat hingenommen		verb	B2+	принять
Mexiko	Mexiko		das	B2+	Мексика
Moderne	die Moderne		die	B2+	Современность
molekular	molekular		adj	B2+	молекулярный
Nachbarschaft	die Nachbarschaft, -en		die	B2+	Район
Siedepunkt	der Siedepunkt, -e		der	B2+	точка кипения
stationär	stationär		adj	B2+	стационарный
Taliban	Taliban		die (pl)	B2+	Талибан
brutal	brutal		adj	B2+	жестокий
ehrenamtlich	ehrenamtlich		adj	B2+	добровольный
großzügig	großzügig		adj	B2+	щедрый
Redaktion	die Redaktion, -en		die	B2+	Редакция
Schweiß	der Schweiß, -e		der	B2+	пот
Spruch	der Spruch, -̈e		der	B2+	говоря
strikt	strikt		adj	B2+	строгий
Befragung	die Befragung, -en		die	B2+	Опрос
Einzige	Einzige		der, die	B2+	Только один
Eizelle	die Eizelle, -n		die	B2+	яйцеклетка
fit	fit		adj	B2+	подходит
Flüchtlingspolitik	die Flüchtlingspolitik		die	B2+	Политика в отношении беженцев
Haufen	der Haufen, -		der	B2+	Куча
Infektion	die Infektion, -en		die	B1	инфекция
Keks	der Keks, -		der	B2+	печенье
Sorte	die Sorte, -n		die	B2+	разнообразие
zueinander	zueinander		adv	B2+	друг другу
Container	der Container, -		der	B2+	Контейнеры
gelassen	gelassen		adj	B2+	спокойный
live	live		adj	B2+	жить
Mutation	die Mutation, -en		die	B2+	мутация
sozialistisch	sozialistisch		adj	B2+	социалистический
überstehen, übersteht, überstand, hat überstanden	überstehen, übersteht, überstand, hat überstanden		verb	B2+	выжить
Vermutung	die Vermutung, -en		die	B2+	Угадай
aufspringen, springt auf, sprang auf, ist aufgesprungen	aufspringen, springt auf, sprang auf, ist aufgesprungen		verb	B2+	вскочить
Käse	der Käse, -		der	A2	Сыр
losgehen, geht los, ging los, ist losgegangen	losgehen, geht los, ging los, ist losgegangen		verb	B2+	уйди
Maul	das Maul, -̈er		das	B2+	Рот
protestieren, protestiert, protestierte, hat protestiert	protestieren, protestiert, protestierte, hat protestiert		verb	B1	протест
schämen, schämt, schämte, hat geschämt	schämen (sich), schämt, schämte, hat geschämt		verb	B2+	стыдно
Alpen	Alpen		die (pl)	B2+	Альпы
Berufung	die Berufung, -en		die	B2+	Вызов
Einteilung	die Einteilung, -en		die	B2+	Классификация
Eintritt	der Eintritt, -e		der	A1	Вход
Geliebte	die Geliebte		der, die	B2+	любимый
Gramm	das Gramm, -e		das	B2+	граммы
Hüfte	die Hüfte, -n		die	B2+	бедро
neulich	neulich		adv	B1	недавно
regelrecht	regelrecht		adj	B2+	совершенно
verankern, verankert, verankerte, hat verankert	verankern, verankert, verankerte, hat verankert		verb	B2+	якорь
Zähler	der Zähler, -		der	B2+	Счетчик
befriedigen, befriedigt, befriedigte, hat befriedigt	befriedigen, befriedigt, befriedigte, hat befriedigt		verb	B2+	удовлетворён
beseitigen, beseitigt, beseitigte, hat beseitigt	beseitigen, beseitigt, beseitigte, hat beseitigt		verb	B2+	устранить
Gründer	der Gründer, -		der	B2+	Основатель
Orchester	das Orchester, -		das	B1	Оркестр
regulär	regulär		adj	B2+	регулярный
Türke	der Türke, -n		der	B2+	турок
ukrainisch	ukrainisch		adj	B2+	Украинский
unterdrücken, unterdrückt, unterdrückte, hat unterdrückt	unterdrücken, unterdrückt, unterdrückte, hat unterdrückt		verb	B2+	подавлять
unterteilen, unterteilt, unterteilte, hat unterteilt	unterteilen, unterteilt, unterteilte, hat unterteilt		verb	B2+	разделить
verziehen, verzieht, verzog, hat verzogen	verziehen, verzieht, verzog, hat verzogen		verb	B2+	исказился
Bestellung	die Bestellung, -en		die	B2+	Заказать
einschließlich	einschließlich		prep	B1	в том числе
Glied	das Glied, -er		das	B2+	конечность
Migration	die Migration, -en		die	B1	Миграция
Roboter	der Roboter, -		der	B2+	Робот
Bitte	die Bitte, -n		die	A1	Пожалуйста
Blüte	die Blüte, -n		die	B2+	цвести
elektromagnetisch	elektromagnetisch		adj	B2+	электромагнитный
inmitten	inmitten		adv	B2+	в середине
abschließend	abschließend		adv	B2+	наконец
aufschlagen, schlägt auf, schlug auf, hat aufgeschlagen	aufschlagen, schlägt auf, schlug auf, hat aufgeschlagen		verb	B2+	открыт
Glocke	die Glocke, -n		die	B2+	Белл
Informatik	die Informatik		die	B2+	Информатика
Niederschlag	der Niederschlag, -̈e		der	B2+	Осадки
örtlich	örtlich		adj	B2+	местный
streifen, streift, streifte, hat gestreift	streifen, streift, streifte, hat gestreift		verb	B2+	полоса
Topf	der Topf, -̈e		der	A2	горшок
Enttäuschung	die Enttäuschung, -en		die	B1	Разочарование
ernähren, ernährt, ernährte, hat ernährt	ernähren, ernährt, ernährte, hat ernährt		verb	B1	кормил
prominent	prominent		adj	B2+	видный
Sowjetunion	die Sowjetunion		die	B2+	Советский Союз
afrikanisch	afrikanisch		adj	B2+	Африканский
Beschränkung	die Beschränkung, -en		die	B2+	Ограничение
Genehmigung	die Genehmigung, -en		die	B2+	Одобрение
Lampe	die Lampe, -n		die	A2	лампа
Moral	die Moral, -en		die	B2+	Мораль
philosophisch	philosophisch		adj	B2+	философский
verständigen, verständigt, verständigte, hat verständigt	verständigen (sich), verständigt, verständigte, hat verständigt		verb	B2+	общаться
Willenserklärung	die Willenserklärung, -en		die	B2+	Декларация о намерениях
zweifeln, zweifelt, zweifelte, hat gezweifelt	zweifeln, zweifelt, zweifelte, hat gezweifelt		verb	B1	сомнение
andauern, dauert an, dauerte an, hat angedauert	andauern, dauert an, dauerte an, hat angedauert		verb	B2+	последний
aufrichten, richtet auf, richtete auf, hat aufgerichtet	aufrichten (sich), richtet auf, richtete auf, hat aufgerichtet		verb	B2+	возводить
auslaufen, läuft aus, lief aus, ist ausgelaufen	auslaufen, läuft aus, lief aus, ist ausgelaufen		verb	B2+	истекает
einverstanden	einverstanden		adj	B1	согласен
fachlich	fachlich		adj	B2+	профессионально
Märchen	das Märchen, -		das	B2+	сказки
Regime	das Regime, -		das	B2+	режим
Schädel	der Schädel, -		der	B2+	череп
spezialisieren, spezialisiert, spezialisierte, hat spezialisiert	spezialisieren, spezialisiert, spezialisierte, hat spezialisiert		verb	B2+	специализироваться
variieren, variiert, variierte, hat variiert	variieren, variiert, variierte, hat variiert		verb	B2+	меняться
Löwe	der Löwe, -n		der	B2+	Лео
Operator	der Operator, -en		der	B2+	оператор
Partnerschaft	die Partnerschaft, -en		die	B2+	партнерство
Pfund	das Pfund, -e		das	B2+	фунты
Unterhaltung	die Unterhaltung, -en		die	B1	Развлечения
zerfallen, zerfällt, zerfiel, ist zerfallen	zerfallen, zerfällt, zerfiel, ist zerfallen		verb	B2+	распасться
zustande	zustande		adv	B2+	выполнено
ablösen, löst ab, löste ab, hat abgelöst	ablösen, löst ab, löste ab, hat abgelöst		verb	B2+	заменить
allenfalls	allenfalls		adv	B2+	максимум
ausbleiben, bleibt aus, blieb aus, ist ausgeblieben	ausbleiben, bleibt aus, blieb aus, ist ausgeblieben		verb	B2+	отсутствовать
besorgen, besorgt, besorgte, hat besorgt	besorgen, besorgt, besorgte, hat besorgt		verb	B1	волноваться
binnen	binnen		adv	B2+	внутри
einstig	einstig		adj	B2+	раньше
entgegensetzen, setzt entgegen, setzte entgegen, hat entgegengesetzt	entgegensetzen, setzt entgegen, setzte entgegen, hat entgegengesetzt		verb	B2+	против
Inszenierung	die Inszenierung, -en		die	B2+	Постановка
Kraftwerk	das Kraftwerk, -e		das	B1	электростанция
Nervensystem	das Nervensystem, -e		das	B2+	Нервная система
nördlich	nördlich		adj	B2+	север
obig	obig		adj	B2+	выше
skeptisch	skeptisch		adj	B2+	скептический
überwachen, überwacht, überwachte, hat überwacht	überwachen, überwacht, überwachte, hat überwacht		verb	B2+	мониторил
UNO	UNO (Vereinte Nationen)		die	B2+	ООН
woanders	woanders		adv	B2+	где-то еще
ablesen, liest ab, las ab, hat abgelesen	ablesen, liest ab, las ab, hat abgelesen		verb	B2+	прочитать
anzünden, zündet an, zündete an, hat angezündet	anzünden, zündet an, zündete an, hat angezündet		verb	B2+	зажег
ärztlich	ärztlich		adj	B2+	медицинский
Fürst	der Fürst, -en		der	B2+	Принц
geschickt	geschickt		adj	B2+	отправлено
mittelalterlich	mittelalterlich		adj	B2+	средневековый
repräsentieren, repräsentiert, repräsentierte, hat repräsentiert	repräsentieren, repräsentiert, repräsentierte, hat repräsentiert		verb	B2+	представлять
Rezept	das Rezept, -e		das	A2	Рецепт
Sack	der Sack, -̈e		der	B1	мешок
Thüringen	Thüringen		das	B2+	Тюрингия
anorganisch	anorganisch		adj	B2+	неорганический
ausstehen, steht aus, stand aus, hat ausgestanden	ausstehen, steht aus, stand aus, hat ausgestanden		verb	B2+	ожидающий
Bundesamt	das Bundesamt, -̈er		das	B2+	Федеральное ведомство
einschließen, schließt ein, schloss ein, hat eingeschlossen	einschließen, schließt ein, schloss ein, hat eingeschlossen		verb	B2+	включать
Faden	der Faden, -̈		der	B2+	нить
hunderttausend	hunderttausend		num	B2+	сто тысяч
Oberschenkel	der Oberschenkel, -		der	B2+	Бедро
Schlacht	die Schlacht, -en		die	B2+	битва
sinnlos	sinnlos		adj	B1	бессмысленный
streben, strebt, strebte, hat gestrebt	streben, strebt, strebte, hat gestrebt		verb	B2+	стремиться
Algorithmus	der Algorithmus, -en		der	B2+	Алгоритм
beleuchten, beleuchtet, beleuchtete, hat beleuchtet	beleuchten, beleuchtet, beleuchtete, hat beleuchtet		verb	B2+	осветить
drucken, druckt, druckte, hat gedruckt	drucken, druckt, druckte, hat gedruckt		verb	A1	распечатать
erreichbar	erreichbar		adj	B2+	достижимый
erschweren, erschwert, erschwerte, hat erschwert	erschweren, erschwert, erschwerte, hat erschwert		verb	B2+	усложнить
Fahne	die Fahne, -n		die	B2+	флаг
Panik	die Panik, -en		die	B2+	Паника
populär	populär		adj	B1	популярный
Rotation	die Rotation, -en		die	B2+	вращение
unterschätzen, unterschätzt, unterschätzte, hat unterschätzt	unterschätzen, unterschätzt, unterschätzte, hat unterschätzt		verb	B2+	недооценивать
Vereinigung	die Vereinigung, -en		die	B2+	Ассоциация
Anleger	der Anleger, -		der	B2+	инвестор
Darm	der Darm, -̈e		der	B2+	кишечник
erobern, erobert, eroberte, hat erobert	erobern, erobert, eroberte, hat erobert		verb	B2+	победить
Fassade	die Fassade, -n		die	B2+	Фасад
Favorit	der Favorit, -en		der	B2+	Любимый
Plakat	das Plakat, -e		das	A2	Плакат
Terrasse	die Terrasse, -n		die	B1	Терраса
aufsuchen, sucht auf, suchte auf, hat aufgesucht	aufsuchen, sucht auf, suchte auf, hat aufgesucht		verb	B2+	искать
forschen, forscht, forschte, hat geforscht	forschen, forscht, forschte, hat geforscht		verb	B2+	исследования
Gesetzentwurf	der Gesetzentwurf, -̈e		der	B2+	Билл
intellektuell	intellektuell		adj	B2+	интеллектуальный
legendär	legendär		adj	B2+	легендарный
Lektüre	die Lektüre, -n		die	B2+	Чтение
motorisch	motorisch		adj	B2+	мотор
nunmehr	nunmehr		adv	B2+	сейчас
Richtlinie	die Richtlinie, -n		die	B2+	Политика
Trick	der Trick, -s		der	B2+	трюк
Tropfen	der Tropfen, -		der	B1	капли
abschaffen, schafft ab, schaffte ab, hat abgeschafft	abschaffen, schafft ab, schaffte ab, hat abgeschafft		verb	B2+	отменил
anheben, hebt an, hob an, hat angehoben	anheben, hebt an, hob an, hat angehoben		verb	B2+	поднять
bewundern, bewundert, bewunderte, hat bewundert	bewundern, bewundert, bewunderte, hat bewundert		verb	B2+	восхищаться
Burg	die Burg, -en		die	B1	Замок
Engel	der Engel, -		der	B2+	Ангел
Fazit	das Fazit, -s		das	B2+	Заключение
hervorrufen, ruft hervor, rief hervor, hat hervorgerufen	hervorrufen, ruft hervor, rief hervor, hat hervorgerufen		verb	B2+	вызвать
Irland	Irland		das	B2+	Ирландия
Mechanik	die Mechanik, -en		die	B2+	Механика
Psychologe	der Psychologe, -n		der	B2+	Психолог
abspielen, spielt ab, spielte ab, hat abgespielt	abspielen, spielt ab, spielte ab, hat abgespielt		verb	B2+	играть
Erhebung	die Erhebung, -en		die	B2+	опрос
herausragen, ragt heraus, ragte heraus, hat herausgeragt	herausragen, ragt heraus, ragte heraus, hat herausgeragt		verb	B2+	выделиться
inszenieren, inszeniert, inszenierte, hat inszeniert	inszenieren, inszeniert, inszenierte, hat inszeniert		verb	B2+	сцена
klatschen, klatscht, klatschte, hat geklatscht	klatschen, klatscht, klatschte, hat geklatscht		verb	B2+	хлопать
Magazin	das Magazin, -e		das	B1	Журнал
Zuhörer	der Zuhörer, -		der	B1	слушатель
beschweren, beschwert, beschwerte, hat beschwert	beschweren, beschwert, beschwerte, hat beschwert		verb	A2	жаловаться
entgegenkommen, kommt entgegen, kam entgegen, ist entgegengekommen	entgegenkommen, kommt entgegen, kam entgegen, ist entgegengekommen		verb	B1	пришел на встречу
Hast	die Hast		die	B2+	ты
hinauf	hinauf		adv	B2+	вверх
hindern, hindert, hinderte, hat gehindert	hindern, hindert, hinderte, hat gehindert		verb	B2+	помешать
loswerden, wird los, wurde los, ist losgeworden	loswerden, wird los, wurde los, ist losgeworden		verb	B2+	избавиться
mild	mild		adj	B1	мягкий
Minderheit	die Minderheit, -en		die	B1	меньшинство
Prävention	die Prävention, -en		die	B2+	Профилактика
schrumpfen, schrumpft, schrumpfte, ist geschrumpft	schrumpfen, schrumpft, schrumpfte, ist geschrumpft		verb	B2+	сжиматься
vernehmen, vernimmt, vernahm, hat vernommen	vernehmen, vernimmt, vernahm, hat vernommen		verb	B2+	слышал
erstrecken, erstreckt, erstreckte, hat erstreckt	erstrecken (sich), erstreckt, erstreckte, hat erstreckt		verb	B2+	продлевать
Genosse	der Genosse, -n		der	B2+	Товарищ
öh	öh		interj	B2+	эээ
Thüringer	Thüringer		adj	B2+	Тюрингия
vortragen, trägt vor, trug vor, hat vorgetragen	vortragen, trägt vor, trug vor, hat vorgetragen		verb	B2+	читать
Hirn	das Hirn, -e		das	B2+	мозг
Pfeil	der Pfeil, -e		der	B2+	Стрелка
Schuldner	der Schuldner, -		der	B2+	должник
Überprüfung	die Überprüfung, -en		die	B2+	Обзор
Verzweiflung	die Verzweiflung, -en		die	B2+	отчаяние
vorig	vorig		adj	B2+	предыдущий
Anweisung	die Anweisung, -en		die	B2+	Инструкция
Bargeld	das Bargeld		das	B2+	Наличные
belgisch	belgisch		adj	B2+	бельгийский
erkundigen, erkundigt, erkundigte, hat erkundigt	erkundigen (sich), erkundigt, erkundigte, hat erkundigt		verb	B1	поинтересоваться
Format	das Format, -e		das	B2+	формат
Gasse	die Gasse, -n		die	B2+	Аллея
Gesichtspunkt	der Gesichtspunkt, -e		der	B2+	точка зрения
glänzend	glänzend		adj	B2+	блестящий
Original	das Original, -e		das	B1	Оригинал
ÖVP	ÖVP (Österreichische Volkspartei)		die	B2+	ОВП
Priorität	die Priorität, -en		die	B2+	Приоритет
Stich	der Stich, -e		der	B2+	Стежок
Variation	die Variation, -en		die	B2+	Вариация
Wettkampf	der Wettkampf, -̈e		der	B2+	конкуренция
Fremde	die Fremde		der	B2+	Незнакомцы
haften, haftet, haftete, hat gehaftet	haften, haftet, haftete, hat gehaftet		verb	B2+	придерживаться
horizontal	horizontal		adj	B2+	горизонтально
irren, irrt, irrte, hat geirrt	irren (sich), irrt, irrte, hat geirrt		verb	B1	ошибаюсь
kriminell	kriminell		adj	B2+	преступник
verfallen, verfällt, verfiel, ist verfallen	verfallen, verfällt, verfiel, ist verfallen		verb	B2+	пришёл в упадок
vorzeitig	vorzeitig		adj	B2+	преждевременно
ansiedeln, siedelt an, siedelte an, hat angesiedelt	ansiedeln, siedelt an, siedelte an, hat angesiedelt		verb	B2+	урегулироваться
Bewerber	der Bewerber, -		der	B2+	Заявитель
Breite	die Breite, -n		die	B1	ширина
einsehen, sieht ein, sah ein, hat eingesehen	einsehen, sieht ein, sah ein, hat eingesehen		verb	B2+	видеть
Epoche	die Epoche, -n		die	B2+	Эпоха
Explosion	die Explosion, -en		die	B2+	Взрыв
Idiot	der Idiot, -en		der	B2+	идиот
